Index,Scenario,Ordering
2285,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_straight', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['green'], ['white']]"
2286,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'white', 'green']]"
2287,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['white', 'red']]"
2288,"{'right': 'red_car_turn_left', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red'], ['white']]"
2289,"{'right': 'green_car_turn_left', 'down': 'white_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk'], ['white']]"
2290,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['white', 'green']]"
2291,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'green_car_straight', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['white', 'green'], ['red']]"
2292,"{'right': 'crosswalk', 'down': 'red_car_straight', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk'], ['red']]"
2293,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red']]"
2294,"{'right': 'green_car_turn_left', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['white', 'red'], ['green']]"
2295,"{'right': 'red_car_straight', 'down': 'crosswalk', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk', 'white']]"
2296,"{'right': 'green_car_turn_right', 'down': 'red_car_turn_left', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green', 'white'], ['red']]"
2297,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'crosswalk', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['red', 'crosswalk'], ['green']]"
2298,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white', 'crosswalk'], ['red']]"
2299,"{'right': 'green_car_straight', 'down': 'red_car_turn_right', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'red'], ['white']]"
2300,"{'right': 'white_car_turn_right', 'down': 'green_car_turn_right', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'green', 'red']]"
2301,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_straight', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['white'], ['green']]"
2302,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['red']]"
2303,"{'right': 'white_car_straight', 'down': 'red_car_turn_right', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'red'], ['green']]"
2304,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'white']]"
2305,"{'right': 'green_car_straight', 'down': 'white_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green'], ['white']]"
2306,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_straight', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'red', 'green']]"
2307,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'white', 'red']]"
2308,"{'right': 'red_car_turn_left', 'down': 'crosswalk', 'left': 'white_car_straight', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['green'], ['red']]"
2309,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['green', 'crosswalk'], ['white']]"
2310,"{'right': 'green_car_turn_left', 'down': 'red_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'red', 'crosswalk']]"
2311,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk']]"
2312,"{'right': 'green_car_turn_left', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['green', 'red', 'crosswalk']]"
2313,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'green_car_straight', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['green'], ['white'], ['red']]"
2314,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['green'], ['red']]"
2315,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk'], ['green']]"
2316,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'white_car_turn_left', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['white'], ['red', 'green']]"
2317,"{'right': 'crosswalk', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green']]"
2318,"{'right': 'white_car_turn_left', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white', 'red']]"
2319,"{'right': 'white_car_turn_right', 'down': 'red_car_turn_left', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white'], ['red'], ['green']]"
2320,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red'], ['green']]"
2321,"{'right': 'green_car_turn_right', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['white']]"
2322,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['red', 'white'], ['green']]"
2323,"{'right': 'red_car_turn_right', 'down': 'white_car_turn_right', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'red'], ['green']]"
2324,"{'right': 'white_car_turn_right', 'down': 'crosswalk', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['red']]"
2325,"{'right': 'red_car_turn_left', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['white'], ['red']]"
2326,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green', 'white']]"
2327,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk'], ['white']]"
2328,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['red'], ['green']]"
2329,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_straight', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red'], ['green']]"
2330,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['white', 'crosswalk']]"
2331,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red', 'green']]"
2332,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'triangles_vertical'}","[['red', 'green']]"
2333,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['green', 'white']]"
2334,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['green']]"
2335,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_straight', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['green'], ['red']]"
2336,"{'right': 'crosswalk', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['red']]"
2337,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red']]"
2338,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk'], ['green']]"
2339,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_straight', 'up': 'white_car_straight', 'priority_ruling': 'stop_vertical'}","[['green'], ['red', 'white']]"
2340,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['white'], ['red']]"
2341,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white', 'crosswalk'], ['red']]"
2342,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['white', 'crosswalk']]"
2343,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'red']]"
2344,"{'right': 'red_car_turn_left', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk'], ['green']]"
2345,"{'right': 'green_car_turn_right', 'down': 'red_car_straight', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['green'], ['red'], ['white']]"
2346,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_straight', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['red', 'white']]"
2347,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'white'], ['green']]"
2348,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red'], ['white']]"
2349,"{'right': 'crosswalk', 'down': 'green_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'green']]"
2350,"{'right': 'red_car_turn_right', 'down': 'green_car_straight', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['green'], ['red', 'white']]"
2351,"{'right': 'red_car_turn_right', 'down': 'white_car_turn_left', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'green'], ['red']]"
2352,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green'], ['red']]"
2353,"{'right': 'red_car_straight', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['red', 'green', 'crosswalk']]"
2354,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'red']]"
2355,"{'right': 'red_car_turn_left', 'down': 'green_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk'], ['green']]"
2356,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'green_car_turn_right', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['red', 'green', 'white']]"
2357,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_straight', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red', 'white']]"
2358,"{'right': 'red_car_turn_right', 'down': 'green_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red', 'green', 'crosswalk']]"
2359,"{'right': 'red_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk', 'white']]"
2360,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white', 'red']]"
2361,"{'right': 'green_car_turn_left', 'down': 'red_car_turn_left', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['red', 'white']]"
2362,"{'right': 'white_car_turn_right', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red'], ['green'], ['white']]"
2363,"{'right': 'white_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk', 'green']]"
2364,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk'], ['white']]"
2365,"{'right': 'red_car_turn_left', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['red', 'crosswalk'], ['white']]"
2366,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['green']]"
2367,"{'right': 'white_car_straight', 'down': 'green_car_turn_right', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'white', 'crosswalk'], ['red']]"
2368,"{'right': 'crosswalk', 'down': 'green_car_turn_left', 'left': 'white_car_straight', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red'], ['green'], ['white']]"
2369,"{'right': 'white_car_turn_right', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['white']]"
2370,"{'right': 'green_car_turn_left', 'down': 'white_car_straight', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['white'], ['red'], ['green']]"
2371,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['red']]"
2372,"{'right': 'crosswalk', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'green'], ['red']]"
2373,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_straight', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['white'], ['red']]"
2374,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['green', 'crosswalk'], ['white']]"
2375,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'green_car_straight', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['white', 'red'], ['green']]"
2376,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'stop_vertical'}","[['green', 'white']]"
2377,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green'], ['white']]"
2378,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'red_car_straight', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white', 'red', 'green']]"
2379,"{'right': 'crosswalk', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'green', 'white']]"
2380,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'white'], ['green']]"
2381,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red'], ['white']]"
2382,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk']]"
2383,"{'right': 'crosswalk', 'down': 'empty', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['green']]"
2384,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'white'], ['red']]"
2385,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'white_car_turn_left', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['green', 'red'], ['white']]"
2386,"{'right': 'green_car_turn_right', 'down': 'white_car_straight', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['green', 'red']]"
2387,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'white']]"
