,Index,Scenario,Ordering,priority,prolog_priority
2426,2426,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_straight', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['red'], ['green']]",[1 0 0 0],"[[1, 3, 2, 1, 4], [2, 4, 1, 3, 2], [1, 2, 3, 4, 1], [2, 1, 4, 2, 3]]"
2427,2427,"{'right': 'green_car_straight', 'down': 'white_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green'], ['white']]",[1 0 0 0],"[[1, 2, 4, 4, 2], [2, 2, 4, 2, 4], [1, 4, 2, 2, 4], [2, 4, 2, 4, 2]]"
2428,2428,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'white_car_turn_right', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['red', 'white', 'green']]",[0 1 1 1],"[[2, 4, 0, 0, 2], [1, 2, 0, 4, 0], [2, 0, 4, 2, 0], [1, 0, 2, 0, 4]]"
2429,2429,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['red']]",[0 1 0 0],"[[2, 4, 1, 4, 2], [1, 2, 4, 4, 1], [2, 1, 4, 2, 4], [1, 4, 2, 1, 4]]"
2430,2430,"{'right': 'crosswalk', 'down': 'green_car_straight', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['green', 'crosswalk'], ['red']]",[1 1 0 0],"[[2, 3, 1, 4, 2], [1, 2, 4, 3, 1], [2, 1, 3, 2, 4], [1, 4, 2, 1, 3]]"
2431,2431,"{'right': 'white_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'white'], ['green']]",[1 1 0 0],"[[2, 0, 4, 2, 3], [1, 3, 2, 0, 4], [2, 4, 0, 3, 2], [1, 2, 3, 4, 0]]"
2432,2432,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['white', 'crosswalk'], ['red']]",[0 1 0 1],"[[2, 4, 2, 3, 1], [1, 1, 3, 4, 2], [2, 2, 4, 1, 3], [1, 3, 1, 2, 4]]"
2433,2433,"{'right': 'white_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['white', 'crosswalk', 'red']]",[1 1 0 1],"[[0, 0, 4, 0, 3], [0, 3, 0, 0, 4], [0, 4, 0, 3, 0], [0, 0, 3, 4, 0]]"
2434,2434,"{'right': 'green_car_turn_right', 'down': 'white_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white'], ['green']]",[0 1 0 0],"[[2, 0, 4, 4, 2], [1, 2, 4, 0, 4], [2, 4, 0, 2, 4], [1, 4, 2, 4, 0]]"
2435,2435,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green'], ['red']]",[0 0 1 1],"[[2, 4, 0, 3, 2], [1, 2, 3, 4, 0], [2, 0, 4, 2, 3], [1, 3, 2, 0, 4]]"
2436,2436,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk']]",[1 0 0 1],"[[1, 2, 4, 3, 4], [2, 4, 3, 2, 4], [1, 4, 2, 4, 3], [2, 3, 4, 4, 2]]"
2437,2437,"{'right': 'red_car_straight', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk'], ['white', 'green']]",[1 1 0 0],"[[1, 2, 0, 0, 3], [2, 3, 0, 2, 0], [1, 0, 2, 3, 0], [2, 0, 3, 0, 2]]"
2438,2438,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green'], ['red']]",[0 0 1 0],"[[1, 1, 0, 4, 4], [2, 4, 4, 1, 0], [1, 0, 1, 4, 4], [2, 4, 4, 0, 1]]"
2439,2439,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'white_car_turn_right', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['green', 'white', 'red']]",[0 1 1 1],"[[2, 4, 0, 0, 2], [1, 2, 0, 4, 0], [2, 0, 4, 2, 0], [1, 0, 2, 0, 4]]"
2440,2440,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'red']]",[0 1 1 0],"[[0, 4, 0, 4, 2], [0, 2, 4, 4, 0], [0, 0, 4, 2, 4], [0, 4, 2, 0, 4]]"
2441,2441,"{'right': 'green_car_turn_left', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['green']]",[0 1 0 0],"[[1, 1, 4, 4, 3], [2, 3, 4, 1, 4], [1, 4, 1, 3, 4], [2, 4, 3, 4, 1]]"
2442,2442,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['red']]",[0 1 1 0],"[[0, 4, 1, 2, 3], [0, 3, 2, 4, 1], [0, 1, 4, 3, 2], [0, 2, 3, 1, 4]]"
2443,2443,"{'right': 'red_car_turn_right', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red'], ['green']]",[1 0 0 0],"[[1, 0, 4, 4, 1], [2, 1, 4, 0, 4], [1, 4, 0, 1, 4], [2, 4, 1, 4, 0]]"
2444,2444,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'green']]",[0 1 1 0],"[[0, 4, 0, 4, 1], [0, 1, 4, 4, 0], [0, 0, 4, 1, 4], [0, 4, 1, 0, 4]]"
2445,2445,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'red_car_straight', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'red'], ['green']]",[0 0 1 1],"[[1, 4, 3, 2, 1], [2, 1, 2, 4, 3], [1, 3, 4, 1, 2], [2, 2, 1, 3, 4]]"
2446,2446,"{'right': 'red_car_turn_right', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green'], ['red']]",[0 1 0 1],"[[2, 0, 4, 3, 0], [1, 0, 3, 0, 4], [2, 4, 0, 0, 3], [1, 3, 0, 4, 0]]"
2447,2447,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['red', 'white']]",[1 0 0 1],"[[1, 0, 4, 0, 4], [2, 4, 0, 0, 4], [1, 4, 0, 4, 0], [2, 0, 4, 4, 0]]"
2448,2448,"{'right': 'crosswalk', 'down': 'empty', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['green']]",[1 0 0 0],"[[2, 3, 2, 4, 4], [1, 4, 4, 3, 2], [2, 2, 3, 4, 4], [1, 4, 4, 2, 3]]"
2449,2449,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['white', 'green']]",[0 1 0 1],"[[0, 4, 4, 0, 2], [0, 2, 0, 4, 4], [0, 4, 4, 2, 0], [0, 0, 2, 4, 4]]"
2450,2450,"{'right': 'green_car_turn_right', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green'], ['white']]",[0 0 0 1],"[[0, 0, 4, 3, 1], [0, 1, 3, 0, 4], [0, 4, 0, 1, 3], [0, 3, 1, 4, 0]]"
2451,2451,"{'right': 'white_car_turn_right', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk'], ['green']]",[1 0 1 0],"[[1, 0, 3, 4, 1], [2, 1, 4, 0, 3], [1, 3, 0, 1, 4], [2, 4, 1, 3, 0]]"
2452,2452,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_straight', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['red'], ['green']]",[0 0 0 1],"[[2, 4, 2, 1, 4], [1, 4, 1, 4, 2], [2, 2, 4, 4, 1], [1, 1, 4, 2, 4]]"
2453,2453,"{'right': 'white_car_turn_right', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white', 'green', 'red']]",[1 1 0 1],"[[1, 0, 4, 0, 0], [2, 0, 0, 0, 4], [1, 4, 0, 0, 0], [2, 0, 0, 4, 0]]"
2454,2454,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_straight', 'up': 'green_car_straight', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['white'], ['green']]",[1 0 0 0],"[[1, 3, 2, 2, 4], [2, 4, 2, 3, 2], [1, 2, 3, 4, 2], [2, 2, 4, 2, 3]]"
2455,2455,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'green'], ['white']]",[0 1 1 0],"[[2, 4, 3, 0, 0], [1, 0, 0, 4, 3], [2, 3, 4, 0, 0], [1, 0, 0, 3, 4]]"
2456,2456,"{'right': 'green_car_straight', 'down': 'red_car_straight', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['white'], ['green'], ['red']]",[0 0 0 1],"[[0, 2, 4, 2, 2], [0, 2, 2, 2, 4], [0, 4, 2, 2, 2], [0, 2, 2, 4, 2]]"
2457,2457,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'red_car_turn_left', 'up': 'green_car_straight', 'priority_ruling': 'stop_vertical'}","[['red'], ['white', 'green']]",[0 0 1 0],"[[1, 4, 1, 2, 2], [2, 2, 2, 4, 1], [1, 1, 4, 2, 2], [2, 2, 2, 1, 4]]"
2458,2458,"{'right': 'red_car_straight', 'down': 'white_car_turn_left', 'left': 'crosswalk', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['red'], ['green'], ['white']]",[0 0 1 0],"[[1, 2, 3, 0, 1], [2, 1, 0, 2, 3], [1, 3, 2, 1, 0], [2, 0, 1, 3, 2]]"
2459,2459,"{'right': 'white_car_turn_left', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['green', 'red'], ['white']]",[0 1 0 1],"[[0, 1, 4, 2, 0], [0, 0, 2, 1, 4], [0, 4, 1, 0, 2], [0, 2, 0, 4, 1]]"
2460,2460,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_straight', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['green', 'red']]",[0 0 1 1],"[[0, 4, 2, 0, 4], [0, 4, 0, 4, 2], [0, 2, 4, 4, 0], [0, 0, 4, 2, 4]]"
2461,2461,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['white', 'crosswalk'], ['green']]",[1 1 0 0],"[[1, 2, 4, 1, 3], [2, 3, 1, 2, 4], [1, 4, 2, 3, 1], [2, 1, 3, 4, 2]]"
2462,2462,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'stop_horizontal'}","[['green', 'red']]",[0 1 0 1],"[[2, 4, 4, 2, 2], [1, 2, 2, 4, 4], [2, 4, 4, 2, 2], [1, 2, 2, 4, 4]]"
2463,2463,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'red_car_straight', 'up': 'green_car_straight', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'white', 'green'], ['red']]",[1 1 0 1],"[[2, 3, 2, 2, 2], [1, 2, 2, 3, 2], [2, 2, 3, 2, 2], [1, 2, 2, 2, 3]]"
2464,2464,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['red'], ['green']]",[0 0 0 1],"[[2, 1, 4, 1, 4], [1, 4, 1, 1, 4], [2, 4, 1, 4, 1], [1, 1, 4, 4, 1]]"
2465,2465,"{'right': 'green_car_turn_left', 'down': 'white_car_turn_right', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'green'], ['red']]",[1 1 0 0],"[[0, 1, 1, 4, 0], [0, 0, 4, 1, 1], [0, 1, 1, 0, 4], [0, 4, 0, 1, 1]]"
2466,2466,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_straight', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['red'], ['green']]",[1 0 0 0],"[[1, 3, 2, 1, 4], [2, 4, 1, 3, 2], [1, 2, 3, 4, 1], [2, 1, 4, 2, 3]]"
2467,2467,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['red', 'white'], ['green']]",[1 0 0 1],"[[2, 0, 1, 1, 4], [1, 4, 1, 0, 1], [2, 1, 0, 4, 1], [1, 1, 4, 1, 0]]"
2468,2468,"{'right': 'empty', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'green']]",[0 0 1 1],"[[1, 4, 3, 1, 4], [2, 4, 1, 4, 3], [1, 3, 4, 4, 1], [2, 1, 4, 3, 4]]"
2469,2469,"{'right': 'white_car_turn_right', 'down': 'red_car_straight', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white', 'green'], ['red']]",[1 0 1 0],"[[1, 0, 0, 4, 2], [2, 2, 4, 0, 0], [1, 0, 0, 2, 4], [2, 4, 2, 0, 0]]"
2470,2470,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'red']]",[1 0 0 1],"[[0, 3, 4, 0, 4], [0, 4, 0, 3, 4], [0, 4, 3, 4, 0], [0, 0, 4, 4, 3]]"
2471,2471,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['red']]",[0 0 0 1],"[[2, 4, 0, 1, 4], [1, 4, 1, 4, 0], [2, 0, 4, 4, 1], [1, 1, 4, 0, 4]]"
2472,2472,"{'right': 'white_car_turn_left', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk'], ['red']]",[1 0 0 1],"[[1, 1, 4, 3, 1], [2, 1, 3, 1, 4], [1, 4, 1, 1, 3], [2, 3, 1, 4, 1]]"
2473,2473,"{'right': 'green_car_straight', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['red', 'white'], ['green']]",[0 1 0 1],"[[2, 2, 4, 2, 0], [1, 0, 2, 2, 4], [2, 4, 2, 0, 2], [1, 2, 0, 4, 2]]"
2474,2474,"{'right': 'green_car_straight', 'down': 'red_car_turn_right', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'red', 'white']]",[1 1 1 0],"[[1, 2, 0, 4, 0], [2, 0, 4, 2, 0], [1, 0, 2, 0, 4], [2, 4, 0, 0, 2]]"
2475,2475,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['red'], ['white']]",[0 0 0 1],"[[0, 1, 4, 1, 4], [0, 4, 1, 1, 4], [0, 4, 1, 4, 1], [0, 1, 4, 4, 1]]"
2476,2476,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['green']]",[0 0 1 1],"[[0, 4, 3, 2, 1], [0, 1, 2, 4, 3], [0, 3, 4, 1, 2], [0, 2, 1, 3, 4]]"
2477,2477,"{'right': 'crosswalk', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['red'], ['green']]",[1 0 0 0],"[[1, 3, 4, 1, 0], [2, 0, 1, 3, 4], [1, 4, 3, 0, 1], [2, 1, 0, 4, 3]]"
2478,2478,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'white_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk'], ['white']]",[0 1 0 1],"[[2, 4, 1, 3, 0], [1, 0, 3, 4, 1], [2, 1, 4, 0, 3], [1, 3, 0, 1, 4]]"
2479,2479,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk']]",[0 1 0 1],"[[2, 4, 4, 3, 1], [1, 1, 3, 4, 4], [2, 4, 4, 1, 3], [1, 3, 1, 4, 4]]"
2480,2480,"{'right': 'crosswalk', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green', 'white']]",[1 0 1 1],"[[2, 3, 1, 0, 4], [1, 4, 0, 3, 1], [2, 1, 3, 4, 0], [1, 0, 4, 1, 3]]"
2481,2481,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white', 'green']]",[0 1 1 0],"[[1, 4, 0, 4, 2], [2, 2, 4, 4, 0], [1, 0, 4, 2, 4], [2, 4, 2, 0, 4]]"
2482,2482,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'green_car_straight', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['white'], ['red'], ['green']]",[0 0 0 1],"[[2, 4, 2, 0, 1], [1, 1, 0, 4, 2], [2, 2, 4, 1, 0], [1, 0, 1, 2, 4]]"
2483,2483,"{'right': 'green_car_turn_left', 'down': 'red_car_turn_left', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red'], ['white'], ['green']]",[0 1 0 0],"[[2, 1, 2, 4, 1], [1, 1, 4, 1, 2], [2, 2, 1, 1, 4], [1, 4, 1, 2, 1]]"
2484,2484,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'white_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'white'], ['green']]",[0 0 1 1],"[[1, 0, 2, 3, 4], [2, 4, 3, 0, 2], [1, 2, 0, 4, 3], [2, 3, 4, 2, 0]]"
2485,2485,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green'], ['white']]",[1 0 0 1],"[[2, 1, 1, 3, 4], [1, 4, 3, 1, 1], [2, 1, 1, 4, 3], [1, 3, 4, 1, 1]]"
2486,2486,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white'], ['red']]",[0 0 1 0],"[[1, 1, 2, 4, 4], [2, 4, 4, 1, 2], [1, 2, 1, 4, 4], [2, 4, 4, 2, 1]]"
2487,2487,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['white']]",[0 0 0 1],"[[2, 4, 4, 3, 2], [1, 2, 3, 4, 4], [2, 4, 4, 2, 3], [1, 3, 2, 4, 4]]"
2488,2488,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['white', 'crosswalk', 'green']]",[0 1 1 1],"[[2, 4, 3, 2, 0], [1, 0, 2, 4, 3], [2, 3, 4, 0, 2], [1, 2, 0, 3, 4]]"
2489,2489,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['white', 'red', 'crosswalk']]",[1 0 1 1],"[[0, 2, 2, 3, 4], [0, 4, 3, 2, 2], [0, 2, 2, 4, 3], [0, 3, 4, 2, 2]]"
2490,2490,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['white', 'green']]",[1 0 0 1],"[[0, 0, 4, 2, 4], [0, 4, 2, 0, 4], [0, 4, 0, 4, 2], [0, 2, 4, 4, 0]]"
2491,2491,"{'right': 'green_car_turn_left', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['green'], ['white']]",[0 1 0 0],"[[1, 1, 4, 2, 3], [2, 3, 2, 1, 4], [1, 4, 1, 3, 2], [2, 2, 3, 4, 1]]"
2492,2492,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['white', 'red']]",[0 1 0 1],"[[0, 4, 4, 1, 1], [0, 1, 1, 4, 4], [0, 4, 4, 1, 1], [0, 1, 1, 4, 4]]"
2493,2493,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['green'], ['white']]",[0 0 0 1],"[[2, 0, 1, 3, 4], [1, 4, 3, 0, 1], [2, 1, 0, 4, 3], [1, 3, 4, 1, 0]]"
2494,2494,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'white_car_straight', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['red', 'white'], ['green']]",[0 0 1 1],"[[2, 2, 2, 0, 4], [1, 4, 0, 2, 2], [2, 2, 2, 4, 0], [1, 0, 4, 2, 2]]"
2495,2495,"{'right': 'white_car_turn_left', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['green']]",[1 0 1 0],"[[0, 1, 3, 4, 1], [0, 1, 4, 1, 3], [0, 3, 1, 1, 4], [0, 4, 1, 3, 1]]"
2496,2496,"{'right': 'white_car_turn_right', 'down': 'red_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red'], ['white']]",[0 0 1 0],"[[2, 0, 3, 4, 1], [1, 1, 4, 0, 3], [2, 3, 0, 1, 4], [1, 4, 1, 3, 0]]"
2497,2497,"{'right': 'white_car_turn_left', 'down': 'crosswalk', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['white']]",[0 1 1 0],"[[0, 1, 2, 4, 3], [0, 3, 4, 1, 2], [0, 2, 1, 3, 4], [0, 4, 3, 2, 1]]"
2498,2498,"{'right': 'red_car_turn_right', 'down': 'white_car_turn_left', 'left': 'crosswalk', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk'], ['green'], ['white']]",[1 0 1 0],"[[1, 0, 3, 0, 1], [2, 1, 0, 0, 3], [1, 3, 0, 1, 0], [2, 0, 1, 3, 0]]"
2499,2499,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_straight', 'priority_ruling': 'stop_vertical'}","[['white', 'crosswalk', 'red']]",[1 0 1 1],"[[1, 0, 3, 2, 4], [2, 4, 2, 0, 3], [1, 3, 0, 4, 2], [2, 2, 4, 3, 0]]"
2500,2500,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['green']]",[1 0 1 0],"[[0, 3, 0, 1, 4], [0, 4, 1, 3, 0], [0, 0, 3, 4, 1], [0, 1, 4, 0, 3]]"
2501,2501,"{'right': 'empty', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'green']]",[0 0 1 1],"[[1, 4, 3, 2, 4], [2, 4, 2, 4, 3], [1, 3, 4, 4, 2], [2, 2, 4, 3, 4]]"
2502,2502,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'crosswalk', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['green'], ['red']]",[0 0 1 0],"[[1, 4, 3, 0, 1], [2, 1, 0, 4, 3], [1, 3, 4, 1, 0], [2, 0, 1, 3, 4]]"
2503,2503,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_turn_right', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'white'], ['red']]",[0 1 0 1],"[[2, 4, 0, 0, 3], [1, 3, 0, 4, 0], [2, 0, 4, 3, 0], [1, 0, 3, 0, 4]]"
2504,2504,"{'right': 'red_car_straight', 'down': 'green_car_turn_right', 'left': 'white_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk'], ['white'], ['green']]",[1 0 0 1],"[[1, 2, 1, 3, 0], [2, 0, 3, 2, 1], [1, 1, 2, 0, 3], [2, 3, 0, 1, 2]]"
2505,2505,"{'right': 'green_car_turn_left', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['green'], ['white', 'red']]",[1 0 0 0],"[[1, 1, 4, 1, 1], [2, 1, 1, 1, 4], [1, 4, 1, 1, 1], [2, 1, 1, 4, 1]]"
2506,2506,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['white'], ['green']]",[0 0 0 1],"[[0, 2, 4, 0, 4], [0, 4, 0, 2, 4], [0, 4, 2, 4, 0], [0, 0, 4, 4, 2]]"
2507,2507,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['red', 'green']]",[1 0 0 1],"[[2, 0, 4, 1, 4], [1, 4, 1, 0, 4], [2, 4, 0, 4, 1], [1, 1, 4, 4, 0]]"
2508,2508,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['red'], ['white']]",[1 0 0 0],"[[1, 1, 4, 0, 4], [2, 4, 0, 1, 4], [1, 4, 1, 4, 0], [2, 0, 4, 4, 1]]"
2509,2509,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_straight', 'priority_ruling': 'stop_horizontal'}","[['green', 'crosswalk', 'white']]",[1 0 1 1],"[[2, 0, 3, 2, 4], [1, 4, 2, 0, 3], [2, 3, 0, 4, 2], [1, 2, 4, 3, 0]]"
